author_name,pos,sample_id,word_list
Lermontov M.Ju.,A,25,безбожный трепетный ржавый прекрасный старый благодетельный немой невинный безвестный бледный
Lermontov M.Ju.,A,26,ненастный любимый падший прежний дикий строгий высокий сырой молодой угрюмый
Lermontov M.Ju.,A,27,служебный полузавядший дорогой чуждый золотой железный счастливый священный седой проворный
Lermontov M.Ju.,A,28,любимый прославленный зимний недалекий тайный пламенный счастливый бледный южный мерный
Lermontov M.Ju.,A,29,страшный странный чужой наружный весенний крутой смертельный бессмертный черный резвый
Lermontov M.Ju.,A,30,родимый близкий слабый девственный стальной бедный неземной грозный неизвестный богатый
Lermontov M.Ju.,A,31,стальной круговой строгий сырой неведомый божий божественный боярский ужасный цветущий
Lermontov M.Ju.,A,32,милый открытный сладостный гордый белый страшный черный былой узкий свинцовый
Lermontov M.Ju.,A,33,молодой чуждый нестерпимый дикий нежный отцовский общий глубокий равный воздушный
Lermontov M.Ju.,A,34,верный пустынный жемчужный полный удалый худощавый ранний беспрестанный бледный волшебный
Lermontov M.Ju.,A,35,пустой ужасный длинный душистый опасный прямой мудрый полный последний полный
Lermontov M.Ju.,A,36,неисполнимый бледный живой привычный былой лихой завистливый дальний приветственный жестокий
Lermontov M.Ju.,A,37,вечный безмолвный легковерный скучный широкий бойкий непокорный молодой бледный роковой
Lermontov M.Ju.,A,38,уединенный чуждый лишний грустный внимательный юный лишенный должный закрытый пышный
Lermontov M.Ju.,A,39,незванный игривый согбенный бездыханный родной новый сходный худой косматый безобразный
Lermontov M.Ju.,A,40,царский довольный седой погибший прекрасный молодой благородный любезный гостеприимный летучий
Lermontov M.Ju.,A,41,прежний былой бесплодный далекий шумный нечестивый красивый молодой судорожный счастливый
Lermontov M.Ju.,A,42,пустынный немой немой чистый душистый кочевой гордый дальний усастый тяжкий
Lermontov M.Ju.,A,43,пустой семейный белый небесный влажный сизый тесный лишенный тягостный небесный
Lermontov M.Ju.,A,44,полный верный хороший младой поздний широкий тихий невозвратный прекрасный стройный
Lermontov M.Ju.,A,45,бесконечный свободный былой людской светский волнистый модный темный праздный свободный
Lermontov M.Ju.,A,46,чуждый твердый летний грустный светлый былой глубокий святой горький вечный
Lermontov M.Ju.,A,47,младой жалкий нагой высокий густой резвый бесчувственный чужой покинутый золотой
Lermontov M.Ju.,A,48,густой шаткий златой полный таинственный опрометчивый росистый тучный благодарный незримый
Lermontov M.Ju.,A,49,недвижимый посредственный острый молодой горный нелюдимый свежий коварный иностранный крутой
Lermontov M.Ju.,A,50,немытый бледный парчевой спокойный сухой святой серебряный младой готовый заржавленный
Lermontov M.Ju.,A,51,мрачный глубокий уверенный ночной рад печальный дикий розовый горький ничтожный
Lermontov M.Ju.,A,52,синий мертвый скупой суровый поздний набатный знойный сладкий далекий дорогой
Lermontov M.Ju.,A,53,мрачный святой надземный сладкий неземной гробовой слоновый обычный молодой дальний
Lermontov M.Ju.,A,54,гордый ничтожный московский драгоценный вечный смелый одинокий слабый божественный бесплодный
Lermontov M.Ju.,A,55,рассыпчатый последний глубокий ужасный неземной прихотливый милый молодой зубчатый бедный
Lermontov M.Ju.,A,56,давний отважный готовый грозный дорогой тяжелый порывной милый гонимый опричный
Lermontov M.Ju.,A,57,синий боязненный старинный опасный видный старый серебряный грозный чистый голубой
Lermontov M.Ju.,A,58,святой осенний бледный противный видный последний вечный великий милый живой
Lermontov M.Ju.,A,59,пустой смиренный неведомый неловкий дедовский конский строгий достойный тяжкий бестолковый
Lermontov M.Ju.,A,60,прекрасный серебристый бедный степной покорный прибережный душистый чужой собственный старинный
Lermontov M.Ju.,A,61,бобковский жадный смешной ужасный белый глубокий бедный ласковый милый гремучий
Lermontov M.Ju.,A,62,пустой парчевой деятельный тихий необузданный непримиримый тяжкий гладкий таинственный румяный
Lermontov M.Ju.,A,63,серый мрачный темный должный прошлый знакомый северный белый хороший лишенный
Lermontov M.Ju.,A,64,легковерный ночной достойный достойный роскошный громкий небесный острый лихой видный
Lermontov M.Ju.,A,65,чудесный бледный железнойзмеиный милый грозный строгий черный юный спокойный холодный
Lermontov M.Ju.,A,66,хладный чужой согбенный земной нежный бледный черный невольный ничтожный честный
Lermontov M.Ju.,A,67,божий последний краткий южный странный враждебный чудный неспокойный тайный счастливый
Lermontov M.Ju.,A,68,крутой гордый милый скучный морской плодовитый покорный старый живой видный
Lermontov M.Ju.,A,69,седой бойкий гостиный угрюмый горный свирепый темный неутомимый беспокойный счастливый
Lermontov M.Ju.,A,70,протекший жаркий неизвестный законный безмолвный близкий багряный последний больной нахмуренный
Lermontov M.Ju.,A,71,подобный безжизненный седой сердечный зимний молодой золотой дальний вечерний прекрасный
Lermontov M.Ju.,A,72,сносный полдневный бешеный узкий туманный святой простой произвольный грустный ослушный
Lermontov M.Ju.,A,73,легкий пустой парчевой невинный серебряный российский суровый победный пустынный простой
Lermontov M.Ju.,A,74,грозный живой дикий прежний туманный робкий дикий неведомый последний сребристый
Lermontov M.Ju.,A,75,неземной длинный бездушный роковой невредимый святой твов добрый смущенный бесконечный
Lermontov M.Ju.,A,76,черный безбожный крепкий немой милый храбрый беспокойный пустой большой меткий
Lermontov M.Ju.,A,77,безымянный давишний вечерний вечный великий летучий неведомый младой мягкий печальный
Lermontov M.Ju.,A,78,модный жаркий звучномерный зеркальный тихий гордый обманчивый здешний смелый беспечный
Lermontov M.Ju.,A,79,единый походный прежний безымянный чудный молодой небесный торжественный любезный златой
Lermontov M.Ju.,A,80,полный шаткий зеленый прекрасный светлый бледный неотступный голубой старый всемогущий
Lermontov M.Ju.,A,81,незабытый счастливый бесплотный роковой хладный изумрудный зеленый новый прежний юный
Lermontov M.Ju.,A,82,живой золотой виноватый сходный любимый похожий тайный нестройный разрозненный людской
Lermontov M.Ju.,A,83,хладный рад милый краткий жалкий хладный красный счастливый родной молодой
Lermontov M.Ju.,A,84,ужасный земной джематский красный гордый новый бледный пошлый бедный счастливый
Lermontov M.Ju.,A,85,казацкий голый милый дорогой древесный немой туманный златой гибельный немой
Lermontov M.Ju.,A,86,мирный полный мрачный последний вольный дорогой вялый страстный черный серебряный
Lermontov M.Ju.,A,87,непривычный женский одинокий одинаковый единый злой долголетний сильный беспокойный морской
Lermontov M.Ju.,A,88,грустный мертвый хладный высокий безотрадный широкий готовый прекрасный милосердый прохладный
Lermontov M.Ju.,A,89,сирый ничтожный полновесный заветный народный счастливый страшный великодушный бостонный немой
Lermontov M.Ju.,A,90,черный нежный северный высокий душный веселый случайный унылый туманный залетный
Lermontov M.Ju.,A,91,полуживой вкопаный немой золотой важный фатальный кровавый последний бесчувственный добрый
Lermontov M.Ju.,A,92,роковой мертвый скрытый свободный молчаливый отцов солидный осиновый грубый золотой
Lermontov M.Ju.,A,93,холодный рад прекрасный невинный лазурный лунный дивный живой степной живой
Lermontov M.Ju.,A,94,северный широкий людской добрый облупленный верный родной последний большой татарский
Lermontov M.Ju.,A,95,жестокий минувший ледяной голубой нескромный надежный сердечный пуховый нежный высокий
Lermontov M.Ju.,A,96,вечный нежный быстрый роковой проворный тайный цимлянский бессмертный узорный влажный
Lermontov M.Ju.,A,97,вольный пустой неравнодушный новый робкий безмолвный дерзновенный недвижимый высокий покорный
Lermontov M.Ju.,A,98,дорогой смрадный бледный зеленый добрый сырой незлобный славный орлиный готовый
Lermontov M.Ju.,A,99,проворный немой печальный хладный молодой верный предсмертный прежний пустынный глубокий
Lermontov M.Ju.,A,100,женатый ужасный душевный дальний богатый живой признанный тайный пестрый незабвенный
Lermontov M.Ju.,S,1,бровь в скала тьма в с с в след святыня
Lermontov M.Ju.,S,2,смерть в в свет тень байран брат надежда монго сила
Lermontov M.Ju.,S,3,день кавказ крик комод круг брат стыд лилова день красавица
Lermontov M.Ju.,S,4,жизнь дым колесница сожаление страдалец свет окно рука взгляд дунай
Lermontov M.Ju.,S,5,утро око с слуга плаш мечта бессмертие герой грива скакун
Lermontov M.Ju.,S,6,с к небо улыбка восток в тень душа высота роща
Lermontov M.Ju.,S,7,холм участие ремень врата желание гость прага зло обычай том
Lermontov M.Ju.,S,8,пирушка беседа валун страдание тьма любимый в сон век измаил
Lermontov M.Ju.,S,9,страх грудь в горечь нелживость боязнь блеск час мука уста
Lermontov M.Ju.,S,10,копыто взгляд с удача спальня желание час трава булат вольность
Lermontov M.Ju.,S,11,сомнение кровь время пришлец правда узор год надежда отец стыд
Lermontov M.Ju.,S,12,ряд конь кирибеевич прыжок в цепь слеза литвинка птица сжималася
Lermontov M.Ju.,S,13,к дева дыхание борьба чело в внимание подобие воля сосед
Lermontov M.Ju.,S,14,память счастие фарис школа покой тибр голова в степь мщение
Lermontov M.Ju.,S,15,высота наказание мучение витязь час волк раз окно игралище в
Lermontov M.Ju.,S,16,поле призрак демон ратник дело винтовка холод родина в мука
Lermontov M.Ju.,S,17,улыбка н гитара счастие в знак мысль тропа мечта чудо
Lermontov M.Ju.,S,18,уста бог ничтожество к чело бог средство холод в череда
Lermontov M.Ju.,S,19,порыв с в александрыч в в свидание земля товарищ дух
Lermontov M.Ju.,S,20,черта дальный человек тишина с утро лев глубина туман новегород
Lermontov M.Ju.,S,21,в проклятие слеза брат песнь мечта час товарищ курган вид
Lermontov M.Ju.,S,22,в с век набег гнездо сердце подобие гроза наряд голова
Lermontov M.Ju.,S,23,в час орша свидетель голова кровь огонь звезда кончина к
Lermontov M.Ju.,S,24,к мастак огонь иван вдохновение с честь блаженство взгляд река
Lermontov M.Ju.,S,25,земля в стена шайка плод удар путник небо в название
Lermontov M.Ju.,S,26,спутник уста татарин рассвет в создание в душа булат с
Lermontov M.Ju.,S,27,заря небылица беспамятство с лакей неделя жребий народ черкесск в
Lermontov M.Ju.,S,28,трепет страдание улан сердце езуит головка пол евгений радость повесть
Lermontov M.Ju.,S,29,любовь дело течение взгляд в сердце нога с с небо
Lermontov M.Ju.,S,30,волна совесть в в казак гроб честие погибель речь платье
Lermontov M.Ju.,S,31,шаль слово грудь ласточка произвол ран жилище дыхание душа вечер
Lermontov M.Ju.,S,32,маяк берег воин честь небо вой мертвый бездна шапка друг
Lermontov M.Ju.,S,33,святыня в народ вольность знак волна толпа в герой ковер
Lermontov M.Ju.,S,34,грусть ветер грузин дом купец неаполь пелена покой с к
Lermontov M.Ju.,S,35,вино жизнь всадник черкес утес дымка терек в шум друг
Lermontov M.Ju.,S,36,гора тучка сабля властелин призрак судья беда мир в человек
Lermontov M.Ju.,S,37,доска к душа мулла разговор круг украдь в кость черкес
Lermontov M.Ju.,S,38,великан женися зной земля кудри толпа подруга пустыня влага герой
Lermontov M.Ju.,S,39,сторона в казна спасение тень с сознание земля плач веселие
Lermontov M.Ju.,S,40,вата рука предсказание опричник знакомый в отставка корень зораим жизнь
Lermontov M.Ju.,S,41,жизнь в время погибель причина к венец будущее лучина нынеча
Lermontov M.Ju.,S,42,день грот скука счастие сердце звон упрек в отзыв с
Lermontov M.Ju.,S,43,цвет казак кисть зло советник конь миг воспоминание лед звук
Lermontov M.Ju.,S,44,в раскаяние узор ржавчина забвение вселенная ложе звук измаил глаз
Lermontov M.Ju.,S,45,рой народ бог жизнь прах награждение кость страх стадо шиш
Lermontov M.Ju.,S,46,спина глаз пленница света суд сожаление прощение небо вид с
Lermontov M.Ju.,S,47,морщина честь вина в признание казак дно тетрадь в земля
Lermontov M.Ju.,S,48,облако эфир калитка маяк день тревога печаль толпа бой грудь
Lermontov M.Ju.,S,49,образ в дно в береза человек царь млада укор в
Lermontov M.Ju.,S,50,дыхание сон мир чернь звук ангел небо конь скука отец
Lermontov M.Ju.,S,51,надежда алтарь в жалость пустыня с след радость пустота сеча
Lermontov M.Ju.,S,52,случайность в в царь враг младость закон рок казбек дерево
Lermontov M.Ju.,S,53,сайгак холм в измена волна стремя чувство жалость лесть пещера
Lermontov M.Ju.,S,54,поцелуй в сердце в драка конь важность вечность чело с
Lermontov M.Ju.,S,55,певец в конец закат слово время тишина леля признательность друг
Lermontov M.Ju.,S,56,пальма москва арсений к дерево чело грудь место тоска слово
Lermontov M.Ju.,S,57,слово солнце ожидание разлука сердце хоровод название боль земля луна
Lermontov M.Ju.,S,58,ладья паясо странник счастие сага добро гений всадник мотылек женщина
Lermontov M.Ju.,S,59,колчан объятие с свет слово счастие чувство страх в к
Lermontov M.Ju.,S,60,погибель к народ в аул печаль клетка край русский мелина
Lermontov M.Ju.,S,61,корабль беспечность игра жизнь позор орда в лука день год
Lermontov M.Ju.,S,62,п туман слушатель дело злоба век тишина час пустыня отчаяние
Lermontov M.Ju.,S,63,луна участие иван с свод с дверь радость враг год
Lermontov M.Ju.,S,64,пламень мысль выстрел дом башмачок вадим кудри голос борьба столетие
Lermontov M.Ju.,S,65,воин с царь купец дом молоток звезда бастион любовь путь
Lermontov M.Ju.,S,66,горе горе голос жизнь небо раб кудри с песня глас
Lermontov M.Ju.,S,67,судьба мир взор муж хвала слово терек скала свет жемчуг
Lermontov M.Ju.,S,68,солнце с огонь день лик день в свод душа сердце
Lermontov M.Ju.,S,69,изменилось плетка порыв молитва жизнь сродник берег корнет глупец вечность
Lermontov M.Ju.,S,70,муж кольцо развалины в кинжал с конец свод любовь в
Lermontov M.Ju.,S,71,глаз орел любовь суждение метеор одежда зерцало в надежда поле
Lermontov M.Ju.,S,72,муж яд волнение досада река чужбина беседка человек лесна головка
Lermontov M.Ju.,S,73,витязь ряд друг восклицание русский пыл след вияся жребий взор
Lermontov M.Ju.,S,74,буря подозрение любовь око забвение отец друг страница покров слава
Lermontov M.Ju.,S,75,мысль сердце с с союзник блеск литвинка ум творец раз
Lermontov M.Ju.,S,76,печать собрание счастие груда в черкес пленник дух вечность чувство
Lermontov M.Ju.,S,77,сакля с победитель конь царь с повалилася боярин дом дева
Lermontov M.Ju.,S,78,семья подножие раскаяние молнья зала воин часть укор брат земля
Lermontov M.Ju.,S,79,волокита игра в день портрет зло поле владение записка любовь
Lermontov M.Ju.,S,80,мука мечтание собака поверхность искусство в грудь поклон рубец слово
Lermontov M.Ju.,S,81,брат песня взгляд сила гробница в пора речь праздник звук
Lermontov M.Ju.,S,82,слава грядущее странник океан грудь дама собака шорох веселие час
Lermontov M.Ju.,S,83,толпа в цель час скала беспечность печать дорога желание сакля
Lermontov M.Ju.,S,84,день соловей курица караван труд вода струя приказ прошлец страстие
Lermontov M.Ju.,S,85,брат сын небо диво с стан султан в щека отчаяние
Lermontov M.Ju.,S,86,враг мука конь луч небо человек ягненочек взгляд нравилися разрешение
Lermontov M.Ju.,S,87,витязь банк хребет в к день цветок дух песня памятник
Lermontov M.Ju.,S,88,рука убийца образ в луна жизнь опыт тоска птица перстень
Lermontov M.Ju.,S,89,долг кровь могила мгновение глаз веселие вечность москва с искуситель
Lermontov M.Ju.,S,90,в игра рука душа свобода рука год кинжал невежество душа
Lermontov M.Ju.,S,91,кров век с васильевич степь бубен голос дым аул раскаяние
Lermontov M.Ju.,S,92,день липа стихия зло любовь день в душа с в
Lermontov M.Ju.,S,93,лицо грудь дым топот мука простофиля дух гул конь мефистофель
Lermontov M.Ju.,S,94,стон мечта дерево радость пушка случай ада быстрота нога безбожник
Lermontov M.Ju.,S,95,всевышний час день пара война полежаев ангел волна зло природа
Lermontov M.Ju.,S,96,трава дитя кровля холм судья в ветвь ружье душа зал
Lermontov M.Ju.,S,97,чело ключ небо кровь любовь волна счастие параша испуг в
Lermontov M.Ju.,S,98,отец место улыбка с мрак юность жизнь название стон небо
Lermontov M.Ju.,S,99,тайна нога взор лист вдохновение раз в крамола товарищ пятно
Lermontov M.Ju.,S,100,око покой уста ветер маскерад уста свеча кровь корпия кровь
Lermontov M.Ju.,V,1,собирать искать быть мочь просить восставать сливаться порхнуть казалисить видать
Lermontov M.Ju.,V,2,рассевать увидеть кипеть пробегать бушевать случаться иссякать лететь провожать стучать
Lermontov M.Ju.,V,3,уснуть шелестеть вверяться домчаться сгнивать переступать лепетать отнимать расчесть любить
Lermontov M.Ju.,V,4,слыхать покрываться видеть скользить поправлять желать грустить смеяться попадаться бежать
Lermontov M.Ju.,V,5,подходить похвастаться отсекать дрожать проходить придавать потерять напевать идти хотеть
Lermontov M.Ju.,V,6,сжалиться расти освящать разрумянивать смеркаться лететь заливать проникать расцветать плакать
Lermontov M.Ju.,V,7,возвращаться отгонять увидеть мириться венчать отвозить приходить говорить бродить знавать
Lermontov M.Ju.,V,8,отворачивать встречать дробиться лежать влезать помнить храпеть бить позабывать знать
Lermontov M.Ju.,V,9,наряжать успокаивать плыть рожать обкладывать подымать прийти любить молодеть давать
Lermontov M.Ju.,V,10,шутить отравлять спасать говорить желтеть пренебрегать мутиться пойти молвить спать
Lermontov M.Ju.,V,11,верить говорить окидывать всходить купить искать оставаться обрызгивать качать позорить
Lermontov M.Ju.,V,12,дорожить говорить испытывать уснуть быть становиться любить останавливаться наслаждаться умирать
Lermontov M.Ju.,V,13,одеваться касалисить бояться глядеть требовать излечивать дышать выкидывать летать грустить
Lermontov M.Ju.,V,14,измучивать казаться давать давать умирать сражаться давать разрываться чувствовать пробегать
Lermontov M.Ju.,V,15,любить палить молвить делать продолжаться переменять убивать понуждать усыплять дремать
Lermontov M.Ju.,V,16,любить бродить клясться сидеть тесниться вскипать глядеть уверять угасать побледнеть
Lermontov M.Ju.,V,17,повеселить кричать осквернять прощаться переживать мочь дремать виться понестись чувствовать
Lermontov M.Ju.,V,18,огорчать принимать мниться чувствовать гнуть видеть спать подлетать петь мочь
Lermontov M.Ju.,V,19,пировать прощать проигрывать вступать мелькать осыпать кинуть пройти переселять стучать
Lermontov M.Ju.,V,20,наклонить спать освещать лепетать затверживать питаться сказать ласкаться занимать остыть
Lermontov M.Ju.,V,21,доживать уноситься понимать действовать считаться лежать разуметь отвечать видеть потерять
Lermontov M.Ju.,V,22,сплетаться полагать ждать иметь играть бежать блестеть опускать засуетиться исчезать
Lermontov M.Ju.,V,23,увидеть сжалиться закрывать покрывать ждать проникать касаться убирать скрыпивать помнить
Lermontov M.Ju.,V,24,получать помнить позабывать наморщивать вырастать нести стоять поражать кусать расписывать
Lermontov M.Ju.,V,25,догнивать находить желать холодить лелеять спать пролететь кинуть льстить преследовать
Lermontov M.Ju.,V,26,бежать быть бледнеть бросать становиться вторить играть верить попробовать кипеть
Lermontov M.Ju.,V,27,сжалиться получать замечать браниться тревожить становиться страшиться послушать прибавлять краснеть
Lermontov M.Ju.,V,28,забываться быть затрепетать пойти взлетать размышлять омрачать мочь давать видеть
Lermontov M.Ju.,V,29,вздрагивать примечать дарить послушать размышлять почитать поцеловать храпеть затягивать доставать
Lermontov M.Ju.,V,30,уносить раздаваться желать обманывать говорить нестись видеть озарять присылать сжимать
Lermontov M.Ju.,V,31,свершать замечать опозорить блистать мелькать знать допевать идти напечатлевать спать
Lermontov M.Ju.,V,32,выливать видеть мочь быть спеть слышать говорить владеть карать заставлять
Lermontov M.Ju.,V,33,внимать обманывать взять молчать мочь рыдать взирать вспомнить развеселиться вскатиться
Lermontov M.Ju.,V,34,видеть разрывать ждать искать склоняться решаться быть толпиться сидеть знать
Lermontov M.Ju.,V,35,искать напечатлевать выбирать измерять сливать гоняться молить быть жить хотеть
Lermontov M.Ju.,V,36,приближаться прощать бывать тащить посметь бросать испугать идти нарумянивать странствовать
Lermontov M.Ju.,V,37,петь взъерошивать мочь быть перекреститься уводить приходить быть лежать узнавать
Lermontov M.Ju.,V,38,видеть поставлять кивать рождать согреваться благословлять изорвать убивать знать проходить
Lermontov M.Ju.,V,39,бунтовать дымиться находить приготавливать бежать питать захотеть пролетать курить быть
Lermontov M.Ju.,V,40,возбуждать жертвовать являться быть тревожить видеть клубить помогать сыпать вверять
Lermontov M.Ju.,V,41,свистать взглядывать блуждать исчезать быть озарять угадывать говорить желать давать
Lermontov M.Ju.,V,42,стыдиться расставаться обманывать уснуть полюбить вникать зарывать вздыхать глядеть рассаживаться
Lermontov M.Ju.,V,43,ходить быть замерзать ждать получать погибать являться презирать раздаваться томить
Lermontov M.Ju.,V,44,вскакивать играть постынуть ведать встревожить хоронить погодить дрожать очнуться быть
Lermontov M.Ju.,V,45,прилипнуть разглядеть ловить быть желать взять клясться быть пускаться отгонять
Lermontov M.Ju.,V,46,хранить повисать выскочить кипеть смущать захотеть посметь читать решаться любить
Lermontov M.Ju.,V,47,забывать принимать сказывать давать снимать достигать ночевать кидать давать желать
Lermontov M.Ju.,V,48,надевать мочь взмахивать течь сыскивать кадить склоняться отвергать отпрядывать заглохнуть
Lermontov M.Ju.,V,49,гореть думать становиться радовать хотеть одевать становиться бросать входить быть
Lermontov M.Ju.,V,50,сажать стоять лгать молиться заглушать журчать быть прийти прочитывать длиться
Lermontov M.Ju.,V,51,называть склоняться посылать успевать помнить быть шипеть говорить виться воскресать
Lermontov M.Ju.,V,52,любоваться выть колебать гульливать отдавать лежать быть опаздывать склонять снести
Lermontov M.Ju.,V,53,схватывать представляться пойти видеть служить парить быть жить подымать лететь
Lermontov M.Ju.,V,54,любить клясться прочитывать признавать слышать молить быть обвивать быть сбирать
Lermontov M.Ju.,V,55,ликовать стоять сливаться метать испугать упасть гореть быть искать приходить
Lermontov M.Ju.,V,56,мучить слезать утопать толкнуть видеть иметь верить взглядывать жалеть схватываться
Lermontov M.Ju.,V,57,просить полусгнивать зреть объяснять заслуживать уступать лететь забывать играть оставаться
Lermontov M.Ju.,V,58,слезать испытывать вылетать называть лежать быть лишаться уверять заплатить лежать
Lermontov M.Ju.,V,59,быть бежать звучать послушать раскаиваться зваться жить быть говорить быть
Lermontov M.Ju.,V,60,бежать любить прощаться уступать молчать покрывать идти отдавать погружать обнимать
Lermontov M.Ju.,V,61,просыпаться уснуть преходить измучивать примечать помогать задумываться принуждать помешать равняться
Lermontov M.Ju.,V,62,схватывать мочь блеснуть иметь слезать держать быть извинять собираться просыпаться
Lermontov M.Ju.,V,63,пожертвовать смеяться быть становиться подымать умчать дышать отпускать взять влечь
Lermontov M.Ju.,V,64,судить знать обижать обманывать курить голубить искать вылетать быть посмеяться
Lermontov M.Ju.,V,65,быть кликать любить говорить скользнуть тяготить мочь являться вслушиваться ласкать
Lermontov M.Ju.,V,66,твердить давать приносить пасть оставлять любить получать уметь познакомить говорить
Lermontov M.Ju.,V,67,влачить скакать возвращаться разгадывать заключать статься раздаваться потерять прочитывать сжалиться
Lermontov M.Ju.,V,68,решаться совершать возносить любить ведать пролагать опоминаться быть свистать храниться
Lermontov M.Ju.,V,69,пугать блистать встречать ныть показываться отделяться прощать кинуть течь твердить
Lermontov M.Ju.,V,70,звучать обещать забывать пасть презирать белеть пениться валить пойти быть
Lermontov M.Ju.,V,71,смотреться ценить отворотиться пойти гибнуть любить любить врать сказать вытверживать
Lermontov M.Ju.,V,72,выходить видеть любить подражать видеть быть живить выпадать давать сказать
Lermontov M.Ju.,V,73,синеть приносить пойти катиться рисковать рождаться говорить наказывать лицемерить блестеть
Lermontov M.Ju.,V,74,идти тряхнуть понимать петь прийти сверкать обрывать удушать ехать побелеть
Lermontov M.Ju.,V,75,разуверять зевать переходить видеть украшать отлетать быть быть быть быть
