author,measure,run,pos,word_list
Lermontov,Guiraud,36,ADJ,должный большой сырой лихой лукавый рад недвижимый чужой дубовый умный
Lermontov,Guiraud,36,NOUN,саша табун кинжал путник русский песок пещера конь зло князь
Lermontov,Guiraud,36,VERB,мочь быть иметь сделать делать спрашивать сказать желать знать рассказывать
Lermontov,Guiraud,37,ADJ,должный большой лихой сырой ложный лукавый удалой лишенный старый белый
Lermontov,Guiraud,37,NOUN,саша право дама князь демон песок зло досада лампада боец
Lermontov,Guiraud,37,VERB,мочь проникать рассказывать иметь быть звенеть делать знать сделать сказать
Lermontov,Guiraud,38,ADJ,должный большой старый сырой умный странный немой ложный похожий чужой
Lermontov,Guiraud,38,NOUN,право пещера конец старик песок дверь князь предмет демон отчаяние
Lermontov,Guiraud,38,VERB,мочь трещать быть сказать желать судить удерживать оставлять сидеть звенеть
Lermontov,Guiraud,39,ADJ,должный сырой большой женский лукавый молодой виноватый злой удалой странный
Lermontov,Guiraud,39,NOUN,саша князь русский курган предмет право кинжал зло путник отчаяние
Lermontov,Guiraud,39,VERB,мочь знать рассказывать быть чернеть оставлять звенеть становиться разделять бить
Lermontov,Guiraud,40,ADJ,должный большой сырой старый лукавый странный женский подобный гладкий лихой
Lermontov,Guiraud,40,NOUN,князь конь саша дама пещера путник камень отчаяние сабля старик
Lermontov,Guiraud,40,VERB,мочь быть иметь блуждать кинуть подходить желать проникать знать пускаться
Lermontov,Guiraud,41,ADJ,должный виноватый большой женский прибрежный благодарный умный сырой удалой бледный
Lermontov,Guiraud,41,NOUN,князь саша дама пещера путник зло лампада камень досада пуля
Lermontov,Guiraud,41,VERB,мочь быть рассказывать сделать сказать иметь любить желать проникать оставлять
Lermontov,Guiraud,42,ADJ,должный сырой женский виноватый странный большой старый рад ложный бледный
Lermontov,Guiraud,42,NOUN,конь боец князь песок путник кинжал ружье зло движение русский
Lermontov,Guiraud,42,VERB,мочь сделать желать иметь рассказывать сказать знать быть вернуться оставлять
Lermontov,Guiraud,43,ADJ,должный женский ложный пасмурный готовый старый рад маленький большой лихой
Lermontov,Guiraud,43,NOUN,князь русский пещера табун бал песок предмет конь дурак путник
Lermontov,Guiraud,43,VERB,мочь быть иметь показывать привлекать рассказывать трещать оставлять знать делать
Lermontov,Guiraud,44,ADJ,должный сырой виноватый рад большой подобный немой старый благодарный умный
Lermontov,Guiraud,44,NOUN,князь боец право старик всадник дама песок слово пещера досада
Lermontov,Guiraud,44,VERB,мочь рассказывать показывать быть оставлять желать спрашивать пускаться знать иметь
Lermontov,Guiraud,45,ADJ,должный пасмурный сырой большой готовый рад виноватый косматый лихой женский
Lermontov,Guiraud,45,NOUN,саша камень конь пещера князь курган пуля кавказ путник дама
Lermontov,Guiraud,45,VERB,мочь быть иметь трещать сказать кричать знать кинуть спрашивать оставлять
Lermontov,Guiraud,46,ADJ,должный большой виноватый лихой сырой лишенный старый рад странный лукавый
Lermontov,Guiraud,46,NOUN,князь русский властелин песок пещера пол терек конь старик путник
Lermontov,Guiraud,46,VERB,рассказывать иметь быть делать мочь сказать сделать кричать знать погубить
Lermontov,Guiraud,47,ADJ,должный большой лихой сырой удалой злой виноватый странный бешеный умный
Lermontov,Guiraud,47,NOUN,путник песок саша камень пещера русский кинжал конь всадник табун
Lermontov,Guiraud,47,VERB,мочь быть рассказывать блуждать следовать иметь сделать ценить знать кинуть
Lermontov,Guiraud,48,ADJ,должный странный большой недвижимый сырой рад бледный женский старый виноватый
Lermontov,Guiraud,48,NOUN,князь досада дама саша конь путник старик бал насмешка старуха
Lermontov,Guiraud,48,VERB,мочь трещать знать желать оставлять рассказывать подходить быть пускаться проникать
Lermontov,Guiraud,49,ADJ,должный сырой лукавый женский готовый лихой бледный подобный злой лишенный
Lermontov,Guiraud,49,NOUN,саша боец князь дверь отчаяние песок зло право глаз русский
Lermontov,Guiraud,49,VERB,мочь сказать быть рассказывать проникать бить знать оставлять спрашивать погубить
Lermontov,Guiraud,50,ADJ,должный большой сырой старый лукавый холодный небрежный рад женский чужой
Lermontov,Guiraud,50,NOUN,саша дверь старик песок терек предмет зло отец властелин дама
Lermontov,Guiraud,50,VERB,иметь мочь быть сделать знать оставлять делать кружиться спрашивать рассказывать
Lermontov,Guiraud,51,ADJ,должный лихой ложный большой старый рад лукавый сырой благодарный виноватый
Lermontov,Guiraud,51,NOUN,саша путник отчаяние пещера конь старик русский дама лампада дверь
Lermontov,Guiraud,51,VERB,мочь рассказывать сделать иметь показывать желать знать быть сказать хотеть
Lermontov,Guiraud,52,ADJ,сырой должный большой странный недвижимый косматый лихой небрежный похожий умный
Lermontov,Guiraud,52,NOUN,князь досада пещера путник дверь лампада конь право всадник саша
Lermontov,Guiraud,52,VERB,быть иметь сказать мочь оставлять желать кидать делать пускаться изображать
Lermontov,Guiraud,53,ADJ,должный сырой лихой рад лукавый большой подобный удалой виноватый чужой
Lermontov,Guiraud,53,NOUN,боец песок отчаяние старик конь табун терек русский курган пещера
Lermontov,Guiraud,53,VERB,мочь иметь рассказывать быть бить видать спрашивать оставлять желать сказать
Lermontov,Guiraud,54,ADJ,должный лукавый большой виноватый благодарный лишенный смуглый чужой женский готовый
Lermontov,Guiraud,54,NOUN,князь путник право зло песок кинжал досада конь отчаяние предмет
Lermontov,Guiraud,54,VERB,мочь быть желать сделать знать судить подходить сказать оставлять рассказывать
Lermontov,Guiraud,55,ADJ,должный большой рад женский виноватый странный лихой ложный пасмурный старый
Lermontov,Guiraud,55,NOUN,песок лампада пол право старик дама яд окно дверь князь
Lermontov,Guiraud,55,VERB,мочь рассказывать знать быть сказать показывать желать оставлять узнавать хотеть
Lermontov,Guiraud,56,ADJ,должный сырой большой старый ложный пасмурный рад лукавый недвижимый чужой
Lermontov,Guiraud,56,NOUN,песок зло кинжал демон конь пещера досада конец отец старик
Lermontov,Guiraud,56,VERB,сделать мочь быть знать рассказывать иметь сказать желать помогать бить
Lermontov,Guiraud,57,ADJ,должный большой сырой странный старый женский подобный рад лишенный ложный
Lermontov,Guiraud,57,NOUN,саша конь боец пещера князь табун путник камень песок зло
Lermontov,Guiraud,57,VERB,мочь сделать быть знать позволять трещать сказать оставлять делать рассказывать
Lermontov,Guiraud,58,ADJ,должный женский большой сырой старый подобный ложный виноватый лукавый немой
Lermontov,Guiraud,58,NOUN,песок старик демон князь боец дверь зло название властелин конь
Lermontov,Guiraud,58,VERB,мочь рассказывать иметь быть оставлять трещать знать сбросить кинуть носить
Lermontov,Guiraud,59,ADJ,должный ложный немой сырой готовый большой лихой смуглый ничтожный старый
Lermontov,Guiraud,59,NOUN,саша князь дама зло досада отчаяние пещера право путник бал
Lermontov,Guiraud,59,VERB,мочь быть иметь оставлять становиться знать кинуть блуждать кидать кружиться
Lermontov,Guiraud,60,ADJ,должный сырой большой гладкий косматый лишенный виноватый умный бледный рад
Lermontov,Guiraud,60,NOUN,саша песок дама пещера зло дверь русский название предмет глупец
Lermontov,Guiraud,60,VERB,сделать быть иметь рассказывать мочь знать подходить сказать звенеть оставлять
Lermontov,Guiraud,61,ADJ,должный большой сырой рад умный старый удалой злой виноватый холодный
Lermontov,Guiraud,61,NOUN,конь князь всадник пещера путник старик отчаяние камень русский кинжал
Lermontov,Guiraud,61,VERB,мочь быть иметь знать рассказывать оставлять сделать клясться показывать тронуть
Lermontov,Guiraud,62,ADJ,должный большой сырой старый виноватый лихой женский умный рад готовый
Lermontov,Guiraud,62,NOUN,князь саша отчаяние право конь песок пещера отец старик путник
Lermontov,Guiraud,62,VERB,быть иметь мочь оставлять желать пронзать сделать звенеть сказать делать
Lermontov,Guiraud,63,ADJ,должный сырой большой пасмурный лихой старый косматый лишенный немой длинный
Lermontov,Guiraud,63,NOUN,терек отчаяние кинжал право князь окно старик рай дама досада
Lermontov,Guiraud,63,VERB,знать мочь сказать рассказывать быть помогать желать любить переставать позволять
Lermontov,Guiraud,64,ADJ,должный сырой чужой большой виноватый пасмурный немой недвижимый гладкий смуглый
Lermontov,Guiraud,64,NOUN,саша боец зло пещера предмет дама демон лампада рыбак терек
Lermontov,Guiraud,64,VERB,мочь быть иметь знать делать рассказывать сказать сделать казаться подходить
Lermontov,Guiraud,65,ADJ,должный большой старый недвижимый странный лукавый сырой виноватый лихой лишенный
Lermontov,Guiraud,65,NOUN,песок князь боец старик зло право дверь сабля конь дурак
Lermontov,Guiraud,65,VERB,мочь быть подходить оставлять знать пускаться разделять сидеть сказать звенеть
Lermontov,Guiraud,66,ADJ,должный сырой большой лукавый подобный удалой лихой женский лишенный ложный
Lermontov,Guiraud,66,NOUN,саша дама русский конь песок камень кинжал старик предмет демон
Lermontov,Guiraud,66,VERB,мочь сделать знать быть показывать становиться сказать оставлять желать рассказывать
Lermontov,Guiraud,67,ADJ,должный большой сырой странный женский благодарный рад старый лишенный ложный
Lermontov,Guiraud,67,NOUN,князь путник право конь кинжал песок табун зло глаз камень
Lermontov,Guiraud,67,VERB,мочь иметь быть трещать желать спрашивать казаться кидать знать клясться
Lermontov,Guiraud,68,ADJ,должный большой сырой женский лихой ложный немой подобный косматый злой
Lermontov,Guiraud,68,NOUN,дама саша боец бал лампада предмет дверь князь дурак зло
Lermontov,Guiraud,68,VERB,рассказывать мочь быть знать сказать иметь желать становиться спрашивать делать
Lermontov,Guiraud,69,ADJ,сырой должный большой взаимный лихой немой странный бешеный гранитный гремучий
Lermontov,Guiraud,69,NOUN,саша русский песок табун дама конь старик всадник досада зло
Lermontov,Guiraud,69,VERB,мочь блуждать знать иметь быть спрашивать оставлять проникать сказать рассказывать
Lermontov,Guiraud,70,ADJ,должный сырой старый большой странный виноватый рад удалой холодный небрежный
Lermontov,Guiraud,70,NOUN,саша князь песок конь зло путник пуля старик всадник кинжал
Lermontov,Guiraud,70,VERB,быть мочь рассказывать знать желать сделать становиться узнавать кричать позволять
Lermontov,Guiraud,71,ADJ,должный пасмурный сырой большой женский взаимный умный подобный ложный рад
Lermontov,Guiraud,71,NOUN,саша зло боец дама песок князь шея название лампада случай
Lermontov,Guiraud,71,VERB,мочь быть рассказывать трещать узнавать знать сделать сказать помогать спрашивать
Lermontov,Guiraud,72,ADJ,должный большой странный старый женский виноватый сырой рад благодарный лишенный
Lermontov,Guiraud,72,NOUN,песок князь боец демон отчаяние дверь старик право лампада рай
Lermontov,Guiraud,72,VERB,мочь рассказывать иметь спрашивать оставлять сказать быть знать звенеть желать
Lermontov,Guiraud,73,ADJ,женский большой должный сырой странный старый чужой удалой злой пасмурный
Lermontov,Guiraud,73,NOUN,князь песок право сабля русский конь путник дверь табун старик
Lermontov,Guiraud,73,VERB,мочь иметь желать трещать кричать быть оставлять сказать делать знать
Lermontov,Guiraud,74,ADJ,большой сырой удалой лихой должный подобный молодой лишенный походный странный
Lermontov,Guiraud,74,NOUN,князь саша боец право предмет конь путник русский дверь кинжал
Lermontov,Guiraud,74,VERB,мочь быть желать рассказывать знать становиться кричать трещать подходить сказать
Lermontov,Guiraud,75,ADJ,должный сырой большой косматый старый готовый лихой похожий прибрежный студеный
Lermontov,Guiraud,75,NOUN,старик боец путник конь князь русский песок кинжал властелин курган
Lermontov,Guiraud,75,VERB,быть мочь иметь знать делать рассказывать сделать сказать пускаться узнавать
Lermontov,Guiraud,76,ADJ,должный сырой большой лукавый странный подобный лишенный небрежный чужой готовый
Lermontov,Guiraud,76,NOUN,саша князь боец дама бал право зло отчаяние случай старуха
Lermontov,Guiraud,76,VERB,мочь знать быть рассказывать сказать сделать иметь оставлять любить звенеть
Lermontov,Guiraud,77,ADJ,должный большой женский сырой старый странный рад лукавый подобный виноватый
Lermontov,Guiraud,77,NOUN,саша князь боец песок зло дама старик бал досада курган
Lermontov,Guiraud,77,VERB,рассказывать мочь знать быть сказать желать сделать любить убивать подходить
Lermontov,Guiraud,78,ADJ,должный большой лихой сырой готовый подобный немой косматый чужой горный
Lermontov,Guiraud,78,NOUN,князь дама саша пещера конь русский путник камень всадник досада
Lermontov,Guiraud,78,VERB,мочь сказать быть сделать знать желать иметь подходить оставлять показывать
Lermontov,Guiraud,79,ADJ,большой должный сырой лукавый подобный ложный лихой чужой старый белый
Lermontov,Guiraud,79,NOUN,саша боец песок дверь дама старик глаз зло окно досада
Lermontov,Guiraud,79,VERB,мочь иметь рассказывать быть спрашивать знать желать пускаться сделать следовать
Lermontov,Guiraud,80,ADJ,сырой большой должный женский старый длинный странный подобный пасмурный смуглый
Lermontov,Guiraud,80,NOUN,князь русский конь песок пуля пещера табун камень старик путник
Lermontov,Guiraud,80,VERB,рассказывать мочь сказать быть делать сделать узнавать иметь судить знать
Lermontov,Guiraud,81,ADJ,должный сырой большой женский странный пустой виноватый лихой бледный ничтожный
Lermontov,Guiraud,81,NOUN,путник князь камень старик русский лампада песок пуля конь зло
Lermontov,Guiraud,81,VERB,быть иметь мочь желать делать знать клясться казаться оставлять плакать
Lermontov,Guiraud,82,ADJ,должный пасмурный большой лукавый подобный удалой белый чужой сырой ложный
Lermontov,Guiraud,82,NOUN,князь путник пещера пуля конь русский терек камень кинжал старик
Lermontov,Guiraud,82,VERB,мочь желать иметь быть оставлять знать сказать припадать разделять рассказывать
Lermontov,Guiraud,83,ADJ,должный сырой лихой большой пасмурный подобный старый немой круглый умный
Lermontov,Guiraud,83,NOUN,песок право зло отчаяние князь бал боец причина конь дверь
Lermontov,Guiraud,83,VERB,мочь иметь рассказывать быть желать бить трещать кричать выходить сказать
Lermontov,Guiraud,84,ADJ,должный большой лихой старый молодой женский лукавый подобный сырой удалой
Lermontov,Guiraud,84,NOUN,князь дама демон боец право бал пуля досада отчаяние название
Lermontov,Guiraud,84,VERB,знать сделать мочь быть спрашивать желать заставлять рассказывать иметь сказать
Lermontov,Guiraud,85,ADJ,сырой большой должный странный старый косматый молодой холодный боярский взаимный
Lermontov,Guiraud,85,NOUN,боец князь саша конь песок отец старик дама пещера табун
Lermontov,Guiraud,85,VERB,мочь иметь быть захотеть знать желать удерживать оставлять бить чернеть
Lermontov,Guiraud,86,ADJ,должный большой сырой умный лукавый женский ложный старый лихой южный
Lermontov,Guiraud,86,NOUN,саша князь дама отчаяние путник глаз название досада старик зло
Lermontov,Guiraud,86,VERB,мочь быть иметь кричать клясться казаться изображать пронзать трещать любить
Lermontov,Guiraud,87,ADJ,должный сырой подобный старый недвижимый большой пасмурный смуглый лишенный ложный
Lermontov,Guiraud,87,NOUN,саша князь старик отчаяние право путник зло бал название песок
Lermontov,Guiraud,87,VERB,мочь знать сделать быть рассказывать оставлять сказать привлекать желать иметь
Lermontov,Guiraud,88,ADJ,сырой большой лихой молодой косматый чужой гладкий лишенный старый должный
Lermontov,Guiraud,88,NOUN,князь пещера демон причина право терек кинжал путник зло всадник
Lermontov,Guiraud,88,VERB,мочь быть рассказывать знать делать сделать иметь сказать желать подходить
Lermontov,Guiraud,89,ADJ,большой должный сырой лихой лишенный женский чужой старый холодный бешеный
Lermontov,Guiraud,89,NOUN,саша боец песок пещера дама предмет название голова терек старик
Lermontov,Guiraud,89,VERB,мочь иметь быть оставлять знать желать теряться трещать подходить рассказывать
Lermontov,Guiraud,90,ADJ,должный сырой большой умный старый смуглый странный женский рад немой
Lermontov,Guiraud,90,NOUN,князь песок всадник причина путник зло конь досада отчаяние право
Lermontov,Guiraud,90,VERB,мочь быть иметь знать проникать блуждать кричать рассказывать сказать носить
Lermontov,Guiraud,91,ADJ,должный большой виноватый ложный странный рад женский сырой старый лихой
Lermontov,Guiraud,91,NOUN,саша право князь дама лампада правило зло предмет демон слово
Lermontov,Guiraud,91,VERB,мочь иметь сделать знать быть сказать захотеть показывать оставлять становиться
Lermontov,Guiraud,92,ADJ,должный большой лихой ложный старый рад лукавый пасмурный сырой готовый
Lermontov,Guiraud,92,NOUN,саша право дама песок бал дверь пещера пол окно зло
Lermontov,Guiraud,92,VERB,быть сделать мочь желать знать сказать пускаться рассказывать иметь видать
Lermontov,Guiraud,93,ADJ,должный сырой большой старый чужой подобный смуглый женский странный немой
Lermontov,Guiraud,93,NOUN,саша демон зло дверь дама конец крест окно властелин лампада
Lermontov,Guiraud,93,VERB,мочь сделать иметь быть знать спрашивать желать бояться сказать кричать
Lermontov,Guiraud,94,ADJ,должный большой ложный женский небрежный старый готовый подобный лихой лукавый
Lermontov,Guiraud,94,NOUN,саша пещера русский конь дама песок путник князь боец всадник
Lermontov,Guiraud,94,VERB,мочь иметь рассказывать знать сделать быть становиться делать оставлять позволять
Lermontov,Guiraud,95,ADJ,должный сырой лихой лукавый большой ложный подобный немой молодой старый
