id,author_name,word,lemma
12105,Pushkin A.S.,гроза,гроза
12105,Pushkin A.S.,царей,царь
12105,Pushkin A.S.,свободы,свобода
12105,Pushkin A.S.,гордая,гордый
12105,Pushkin A.S.,певица,певица
12105,Pushkin A.S.,приди,прийти
12105,Pushkin A.S.,сорви,сорвать
12105,Pushkin A.S.,с,с
12105,Pushkin A.S.,меня,я
12105,Pushkin A.S.,венок,венок
12105,Pushkin A.S.,разбей,разбивать
12105,Pushkin A.S.,изнеженную,изнеженный
12105,Pushkin A.S.,лиру,лира
12105,Pushkin A.S.,хочу,хотеть
12105,Pushkin A.S.,воспеть,воспевать
12105,Pushkin A.S.,свободу,свобода
12105,Pushkin A.S.,миру,мир
12105,Pushkin A.S.,на,на
12105,Pushkin A.S.,тронах,трон
12105,Pushkin A.S.,поразить,поражать
12105,Pushkin A.S.,порок,порок
12105,Pushkin A.S.,открой,открывать
12105,Pushkin A.S.,мне,я
12105,Pushkin A.S.,благородный,благородный
12105,Pushkin A.S.,след,след
12105,Pushkin A.S.,того,то
12105,Pushkin A.S.,возвышенного,возвышенный
12105,Pushkin A.S.,галла,галл
12105,Pushkin A.S.,кому,кто
12105,Pushkin A.S.,сама,сам
12105,Pushkin A.S.,средь,средь
12105,Pushkin A.S.,славных,славный
12105,Pushkin A.S.,бед,беда
12105,Pushkin A.S.,ты,ты
12105,Pushkin A.S.,гимны,гимн
12105,Pushkin A.S.,смелые,смелый
12105,Pushkin A.S.,внушала,внушать
12105,Pushkin A.S.,питомцы,питомец
12105,Pushkin A.S.,ветреной,ветреный
12105,Pushkin A.S.,судьбы,судьба
12105,Pushkin A.S.,тираны,тиран
12105,Pushkin A.S.,мира,мир
12105,Pushkin A.S.,трепещите,трепетать
12105,Pushkin A.S.,а,а
12105,Pushkin A.S.,вы,вы
12105,Pushkin A.S.,мужайтесь,мужаться
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,внемлите,внимать
12105,Pushkin A.S.,восстаньте,восставать
12105,Pushkin A.S.,падшие,падший
12105,Pushkin A.S.,рабы,раб
12105,Pushkin A.S.,увы,увы
12105,Pushkin A.S.,куда,куда
12105,Pushkin A.S.,ни,ни
12105,Pushkin A.S.,брошу,бросать
12105,Pushkin A.S.,взор,взор
12105,Pushkin A.S.,везде,везде
12105,Pushkin A.S.,бичи,бич
12105,Pushkin A.S.,везде,везде
12105,Pushkin A.S.,железы,железа
12105,Pushkin A.S.,законов,закон
12105,Pushkin A.S.,гибельный,гибельный
12105,Pushkin A.S.,позор,позор
12105,Pushkin A.S.,неволи,неволя
12105,Pushkin A.S.,немощные,немощный
12105,Pushkin A.S.,слезы,слеза
12105,Pushkin A.S.,везде,везде
12105,Pushkin A.S.,неправедная,неправедный
12105,Pushkin A.S.,власть,власть
12105,Pushkin A.S.,в,в
12105,Pushkin A.S.,сгущенной,сгущать
12105,Pushkin A.S.,мгле,мгла
12105,Pushkin A.S.,предрассуждений,предрассуждение
12105,Pushkin A.S.,воссела,восседать
12105,Pushkin A.S.,рабства,рабство
12105,Pushkin A.S.,грозный,грозный
12105,Pushkin A.S.,гений,гений
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,славы,слава
12105,Pushkin A.S.,роковая,роковой
12105,Pushkin A.S.,страсть,страсть
12105,Pushkin A.S.,лишь,лишь
12105,Pushkin A.S.,там,там
12105,Pushkin A.S.,над,над
12105,Pushkin A.S.,царскою,царский
12105,Pushkin A.S.,главой,глава
12105,Pushkin A.S.,народов,народ
12105,Pushkin A.S.,не,не
12105,Pushkin A.S.,легло,ложиться
12105,Pushkin A.S.,страданье,страдание
12105,Pushkin A.S.,где,где
12105,Pushkin A.S.,крепко,крепко
12105,Pushkin A.S.,с,с
12105,Pushkin A.S.,вольностью,вольность
12105,Pushkin A.S.,святой,святой
12105,Pushkin A.S.,законов,закон
12105,Pushkin A.S.,мощных,мощный
12105,Pushkin A.S.,сочетанье,сочетание
12105,Pushkin A.S.,где,где
12105,Pushkin A.S.,всем,все
12105,Pushkin A.S.,простерт,простереть
12105,Pushkin A.S.,их,они
12105,Pushkin A.S.,твердый,твердый
12105,Pushkin A.S.,щит,щит
12105,Pushkin A.S.,где,где
12105,Pushkin A.S.,сжатый,сжинать
12105,Pushkin A.S.,верными,верный
12105,Pushkin A.S.,руками,рука
12105,Pushkin A.S.,граждан,гражданин
12105,Pushkin A.S.,над,над
12105,Pushkin A.S.,равными,равный
12105,Pushkin A.S.,главами,глава
12105,Pushkin A.S.,их,они
12105,Pushkin A.S.,меч,меч
12105,Pushkin A.S.,без,без
12105,Pushkin A.S.,выбора,выбор
12105,Pushkin A.S.,скользит,скользить
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,преступленье,преступление
12105,Pushkin A.S.,с,с
12105,Pushkin A.S.,высока,высокий
12105,Pushkin A.S.,сражает,сражать
12105,Pushkin A.S.,праведным,праведный
12105,Pushkin A.S.,размахом,размах
12105,Pushkin A.S.,где,где
12105,Pushkin A.S.,не,не
12105,Pushkin A.S.,подкупна,подкупный
12105,Pushkin A.S.,их,они
12105,Pushkin A.S.,рука,рука
12105,Pushkin A.S.,ни,ни
12105,Pushkin A.S.,алчной,алчный
12105,Pushkin A.S.,скупостью,скупость
12105,Pushkin A.S.,ни,ни
12105,Pushkin A.S.,страхом,страх
12105,Pushkin A.S.,владыки,владыка
12105,Pushkin A.S.,вам,вы
12105,Pushkin A.S.,венец,венец
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,трон,трон
12105,Pushkin A.S.,дает,давать
12105,Pushkin A.S.,закон,закон
12105,Pushkin A.S.,а,а
12105,Pushkin A.S.,не,не
12105,Pushkin A.S.,природа,природа
12105,Pushkin A.S.,стоите,стоять
12105,Pushkin A.S.,выше,высоко
12105,Pushkin A.S.,вы,вы
12105,Pushkin A.S.,народа,народ
12105,Pushkin A.S.,но,но
12105,Pushkin A.S.,вечный,вечный
12105,Pushkin A.S.,выше,высоко
12105,Pushkin A.S.,вас,вы
12105,Pushkin A.S.,закон,закон
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,горе,горе
12105,Pushkin A.S.,горе,горе
12105,Pushkin A.S.,племенам,племя
12105,Pushkin A.S.,где,где
12105,Pushkin A.S.,дремлет,дремать
12105,Pushkin A.S.,он,он
12105,Pushkin A.S.,неосторожно,неосторожно
12105,Pushkin A.S.,где,где
12105,Pushkin A.S.,иль,иль
12105,Pushkin A.S.,народу,народ
12105,Pushkin A.S.,иль,иль
12105,Pushkin A.S.,царям,царь
12105,Pushkin A.S.,законом,закон
12105,Pushkin A.S.,властвовать,властвовать
12105,Pushkin A.S.,возможно,возможно
12105,Pushkin A.S.,тебя,ты
12105,Pushkin A.S.,в,в
12105,Pushkin A.S.,свидетели,свидетель
12105,Pushkin A.S.,зову,звать
12105,Pushkin A.S.,о,о
12105,Pushkin A.S.,мученик,мученик
12105,Pushkin A.S.,ошибок,ошибка
12105,Pushkin A.S.,славных,славный
12105,Pushkin A.S.,за,за
12105,Pushkin A.S.,предков,предок
12105,Pushkin A.S.,в,в
12105,Pushkin A.S.,шуме,шум
12105,Pushkin A.S.,бурь,буря
12105,Pushkin A.S.,недавных,недавный
12105,Pushkin A.S.,сложивший,слагать
12105,Pushkin A.S.,царскую,царский
12105,Pushkin A.S.,главу,глава
12105,Pushkin A.S.,восходит,восходить
12105,Pushkin A.S.,к,к
12105,Pushkin A.S.,смерти,смерть
12105,Pushkin A.S.,людовик,людовик
12105,Pushkin A.S.,в,в
12105,Pushkin A.S.,виду,вид
12105,Pushkin A.S.,безмолвного,безмолвный
12105,Pushkin A.S.,потомства,потомство
12105,Pushkin A.S.,главой,глава
12105,Pushkin A.S.,развенчанной,развенчивать
12105,Pushkin A.S.,приник,приникать
12105,Pushkin A.S.,к,к
12105,Pushkin A.S.,кровавой,кровавый
12105,Pushkin A.S.,плахе,плаха
12105,Pushkin A.S.,вероломства,вероломство
12105,Pushkin A.S.,молчит,молчать
12105,Pushkin A.S.,закон,закон
12105,Pushkin A.S.,народ,народ
12105,Pushkin A.S.,молчит,молчать
12105,Pushkin A.S.,падет,пасть
12105,Pushkin A.S.,преступная,преступный
12105,Pushkin A.S.,секира,секира
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,се,се
12105,Pushkin A.S.,злодейская,злодейский
12105,Pushkin A.S.,порфира,порфир
12105,Pushkin A.S.,на,на
12105,Pushkin A.S.,галлах,галлах
12105,Pushkin A.S.,скованных,скованный
12105,Pushkin A.S.,лежит,лежать
12105,Pushkin A.S.,самовластительный,самовластительный
12105,Pushkin A.S.,злодей,злодей
12105,Pushkin A.S.,тебя,ты
12105,Pushkin A.S.,твой,твой
12105,Pushkin A.S.,трон,трон
12105,Pushkin A.S.,я,я
12105,Pushkin A.S.,ненавижу,ненавидеть
12105,Pushkin A.S.,твою,твой
12105,Pushkin A.S.,погибель,погибель
12105,Pushkin A.S.,смерть,смерть
12105,Pushkin A.S.,детей,ребенок
12105,Pushkin A.S.,с,с
12105,Pushkin A.S.,жестокой,жестокий
12105,Pushkin A.S.,радостию,радостия
12105,Pushkin A.S.,вижу,видеть
12105,Pushkin A.S.,читают,читать
12105,Pushkin A.S.,на,на
12105,Pushkin A.S.,твоем,твой
12105,Pushkin A.S.,челе,чело
12105,Pushkin A.S.,печать,печать
12105,Pushkin A.S.,проклятия,проклятие
12105,Pushkin A.S.,народы,народ
12105,Pushkin A.S.,ты,ты
12105,Pushkin A.S.,ужас,ужас
12105,Pushkin A.S.,мира,мир
12105,Pushkin A.S.,стыд,стыд
12105,Pushkin A.S.,природы,природа
12105,Pushkin A.S.,упрек,упрек
12105,Pushkin A.S.,ты,ты
12105,Pushkin A.S.,богу,бог
12105,Pushkin A.S.,на,на
12105,Pushkin A.S.,земле,земля
12105,Pushkin A.S.,когда,когда
12105,Pushkin A.S.,на,на
12105,Pushkin A.S.,мрачную,мрачный
12105,Pushkin A.S.,неву,нева
12105,Pushkin A.S.,звезда,звезда
12105,Pushkin A.S.,полуночи,полночь
12105,Pushkin A.S.,сверкает,сверкать
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,беззаботную,беззаботный
12105,Pushkin A.S.,главу,глава
12105,Pushkin A.S.,спокойный,спокойный
12105,Pushkin A.S.,сон,сон
12105,Pushkin A.S.,отягощает,отягощать
12105,Pushkin A.S.,глядит,глядеть
12105,Pushkin A.S.,задумчивый,задумчивый
12105,Pushkin A.S.,певец,певец
12105,Pushkin A.S.,на,на
12105,Pushkin A.S.,грозно,грозно
12105,Pushkin A.S.,спящий,спать
12105,Pushkin A.S.,средь,средь
12105,Pushkin A.S.,тумана,туман
12105,Pushkin A.S.,пустынный,пустынный
12105,Pushkin A.S.,памятник,памятник
12105,Pushkin A.S.,тирана,тиран
12105,Pushkin A.S.,забвенью,забвение
12105,Pushkin A.S.,брошенный,бросать
12105,Pushkin A.S.,дворец,дворец
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,слышит,слышать
12105,Pushkin A.S.,клии,клия
12105,Pushkin A.S.,страшный,страшный
12105,Pushkin A.S.,глас,глас
12105,Pushkin A.S.,за,за
12105,Pushkin A.S.,сими,сей
12105,Pushkin A.S.,страшными,страшный
12105,Pushkin A.S.,стенами,стена
12105,Pushkin A.S.,калигуллы,калигулла
12105,Pushkin A.S.,последний,последний
12105,Pushkin A.S.,час,час
12105,Pushkin A.S.,он,он
12105,Pushkin A.S.,видит,видеть
12105,Pushkin A.S.,живо,живо
12105,Pushkin A.S.,пред,пред
12105,Pushkin A.S.,очами,око
12105,Pushkin A.S.,он,он
12105,Pushkin A.S.,видит,видеть
12105,Pushkin A.S.,в,в
12105,Pushkin A.S.,лентах,лента
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,звездах,звезда
12105,Pushkin A.S.,вином,вино
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,злобой,злоба
12105,Pushkin A.S.,упоенны,упоенный
12105,Pushkin A.S.,идут,идти
12105,Pushkin A.S.,убийцы,убийца
12105,Pushkin A.S.,потаенны,потаенный
12105,Pushkin A.S.,на,на
12105,Pushkin A.S.,лицах,лицо
12105,Pushkin A.S.,дерзость,дерзость
12105,Pushkin A.S.,в,в
12105,Pushkin A.S.,сердце,сердце
12105,Pushkin A.S.,страх,страх
12105,Pushkin A.S.,молчит,молчать
12105,Pushkin A.S.,неверный,неверный
12105,Pushkin A.S.,часовой,часовой
12105,Pushkin A.S.,опущен,опускать
12105,Pushkin A.S.,молча,молча
12105,Pushkin A.S.,мост,мост
12105,Pushkin A.S.,подъемный,подъемный
12105,Pushkin A.S.,врата,врата
12105,Pushkin A.S.,отверсты,отверстый
12105,Pushkin A.S.,в,в
12105,Pushkin A.S.,тьме,тьма
12105,Pushkin A.S.,ночной,ночной
12105,Pushkin A.S.,рукой,рука
12105,Pushkin A.S.,предательства,предательство
12105,Pushkin A.S.,наемной,наемный
12105,Pushkin A.S.,о,о
12105,Pushkin A.S.,стыд,стыд
12105,Pushkin A.S.,о,о
12105,Pushkin A.S.,ужас,ужас
12105,Pushkin A.S.,наших,наш
12105,Pushkin A.S.,дней,день
12105,Pushkin A.S.,как,как
12105,Pushkin A.S.,звери,зверь
12105,Pushkin A.S.,вторглись,вторгаться
12105,Pushkin A.S.,янычары,янычар
12105,Pushkin A.S.,падут,пасть
12105,Pushkin A.S.,бесславные,бесславный
12105,Pushkin A.S.,удары,удар
12105,Pushkin A.S.,погиб,погибать
12105,Pushkin A.S.,увенчанный,увенчивать
12105,Pushkin A.S.,злодей,злодей
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,днесь,днесь
12105,Pushkin A.S.,учитесь,учиться
12105,Pushkin A.S.,о,о
12105,Pushkin A.S.,цари,царь
12105,Pushkin A.S.,ни,ни
12105,Pushkin A.S.,наказанья,наказание
12105,Pushkin A.S.,ни,ни
12105,Pushkin A.S.,награды,награда
12105,Pushkin A.S.,ни,ни
12105,Pushkin A.S.,кров,кров
12105,Pushkin A.S.,темниц,темница
12105,Pushkin A.S.,ни,ни
12105,Pushkin A.S.,алтари,алтарь
12105,Pushkin A.S.,не,не
12105,Pushkin A.S.,верные,верный
12105,Pushkin A.S.,для,для
12105,Pushkin A.S.,вас,вы
12105,Pushkin A.S.,ограды,ограда
12105,Pushkin A.S.,склонитесь,склоняться
12105,Pushkin A.S.,первые,первый
12105,Pushkin A.S.,главой,глава
12105,Pushkin A.S.,под,под
12105,Pushkin A.S.,сень,сень
12105,Pushkin A.S.,надежную,надежный
12105,Pushkin A.S.,закона,закон
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,станут,становиться
12105,Pushkin A.S.,вечной,вечный
12105,Pushkin A.S.,стражей,страж
12105,Pushkin A.S.,трона,трон
12105,Pushkin A.S.,народов,народ
12105,Pushkin A.S.,вольность,вольность
12105,Pushkin A.S.,и,и
12105,Pushkin A.S.,покой,покой
12112,Pushkin A.S.,когда,когда
12112,Pushkin A.S.,к,к
12112,Pushkin A.S.,мечтательному,мечтательный
12112,Pushkin A.S.,миру,мир
12112,Pushkin A.S.,стремясь,стремиться
12112,Pushkin A.S.,возвышенной,возвышенный
12112,Pushkin A.S.,душой,душа
12112,Pushkin A.S.,ты,ты
12112,Pushkin A.S.,держишь,держать
12112,Pushkin A.S.,на,на
12112,Pushkin A.S.,коленях,колено
12112,Pushkin A.S.,лиру,лира
12112,Pushkin A.S.,нетерпеливою,нетерпеливый
12112,Pushkin A.S.,рукой,рука
12112,Pushkin A.S.,когда,когда
12112,Pushkin A.S.,сменяются,сменяться
12112,Pushkin A.S.,виденья,видение
12112,Pushkin A.S.,перед,перед
12112,Pushkin A.S.,тобой,ты
12112,Pushkin A.S.,в,в
12112,Pushkin A.S.,волшебной,волшебный
12112,Pushkin A.S.,мгле,мгла
12112,Pushkin A.S.,и,и
12112,Pushkin A.S.,быстрый,быстрый
12112,Pushkin A.S.,холод,холод
12112,Pushkin A.S.,вдохновенья,вдохновение
12112,Pushkin A.S.,власы,власы
12112,Pushkin A.S.,подъемлет,подъять
12112,Pushkin A.S.,на,на
12112,Pushkin A.S.,челе,чело
12112,Pushkin A.S.,ты,ты
12112,Pushkin A.S.,прав,правый
12112,Pushkin A.S.,творишь,творить
12112,Pushkin A.S.,ты,ты
12112,Pushkin A.S.,для,для
12112,Pushkin A.S.,немногих,немногий
12112,Pushkin A.S.,не,не
12112,Pushkin A.S.,для,для
12112,Pushkin A.S.,завистливых,завистливый
12112,Pushkin A.S.,судей,судья
12112,Pushkin A.S.,не,не
12112,Pushkin A.S.,для,для
12112,Pushkin A.S.,сбирателей,сбиратель
12112,Pushkin A.S.,убогих,убогий
12112,Pushkin A.S.,чужих,чужой
12112,Pushkin A.S.,суждений,суждение
12112,Pushkin A.S.,и,и
12112,Pushkin A.S.,вестей,весть
12112,Pushkin A.S.,но,но
12112,Pushkin A.S.,для,для
12112,Pushkin A.S.,друзей,друг
12112,Pushkin A.S.,таланта,талант
12112,Pushkin A.S.,строгих,строгий
12112,Pushkin A.S.,священной,священный
12112,Pushkin A.S.,истины,истина
12112,Pushkin A.S.,друзей,друг
12112,Pushkin A.S.,не,не
12112,Pushkin A.S.,всякого,всякий
12112,Pushkin A.S.,полюбит,полюбить
12112,Pushkin A.S.,счастье,счастие
12112,Pushkin A.S.,не,не
12112,Pushkin A.S.,все,все
12112,Pushkin A.S.,родились,рождаться
12112,Pushkin A.S.,для,для
12112,Pushkin A.S.,венцов,венец
12112,Pushkin A.S.,блажен,блаженный
12112,Pushkin A.S.,кто,кто
12112,Pushkin A.S.,знает,знать
12112,Pushkin A.S.,сладострастье,сладострастие
12112,Pushkin A.S.,высоких,высокий
12112,Pushkin A.S.,мыслей,мысль
12112,Pushkin A.S.,и,и
12112,Pushkin A.S.,стихов,стих
12112,Pushkin A.S.,кто,кто
12112,Pushkin A.S.,наслаждение,наслаждение
12112,Pushkin A.S.,прекрасным,прекрасный
12112,Pushkin A.S.,в,в
12112,Pushkin A.S.,прекрасный,прекрасный
12112,Pushkin A.S.,получил,получать
12112,Pushkin A.S.,удел,удел
12112,Pushkin A.S.,и,и
12112,Pushkin A.S.,твой,твой
12112,Pushkin A.S.,восторг,восторг
12112,Pushkin A.S.,уразумел,уразумевать
12112,Pushkin A.S.,восторгом,восторг
12112,Pushkin A.S.,пламенным,пламенный
12112,Pushkin A.S.,и,и
12112,Pushkin A.S.,ясным,ясный
NA,Pushkin A.S.,в,в
NA,Pushkin A.S.,дориде,дорида
NA,Pushkin A.S.,нравятся,нравиться
NA,Pushkin A.S.,и,и
NA,Pushkin A.S.,локоны,локон
NA,Pushkin A.S.,златые,златой
NA,Pushkin A.S.,и,и
NA,Pushkin A.S.,бледное,бледный
NA,Pushkin A.S.,лицо,лицо
NA,Pushkin A.S.,и,и
NA,Pushkin A.S.,очи,око
NA,Pushkin A.S.,голубые,голубой
NA,Pushkin A.S.,вчера,вчера
NA,Pushkin A.S.,друзей,друг
NA,Pushkin A.S.,моих,мой
NA,Pushkin A.S.,оставя,оставить
NA,Pushkin A.S.,пир,пир
NA,Pushkin A.S.,ночной,ночной
NA,Pushkin A.S.,в,в
NA,Pushkin A.S.,ее,она
NA,Pushkin A.S.,объятиях,объятие
NA,Pushkin A.S.,я,я
NA,Pushkin A.S.,негу,нега
NA,Pushkin A.S.,пил,пить
NA,Pushkin A.S.,душой,душа
NA,Pushkin A.S.,восторги,восторг
NA,Pushkin A.S.,быстрые,быстрый
NA,Pushkin A.S.,восторгами,восторг
NA,Pushkin A.S.,сменялись,сменяться
NA,Pushkin A.S.,желанья,желание
NA,Pushkin A.S.,гасли,гаснуть
NA,Pushkin A.S.,вдруг,вдруг
NA,Pushkin A.S.,и,и
NA,Pushkin A.S.,снова,снова
NA,Pushkin A.S.,разгорались,разгораться
NA,Pushkin A.S.,я,я
NA,Pushkin A.S.,таял,таять
NA,Pushkin A.S.,но,но
NA,Pushkin A.S.,среди,среди
NA,Pushkin A.S.,неверной,неверный
NA,Pushkin A.S.,темноты,темнота
NA,Pushkin A.S.,другие,другой
NA,Pushkin A.S.,милые,милый
NA,Pushkin A.S.,мне,я
NA,Pushkin A.S.,виделись,видеться
NA,Pushkin A.S.,черты,черта
NA,Pushkin A.S.,и,и
NA,Pushkin A.S.,весь,весь
NA,Pushkin A.S.,я,я
NA,Pushkin A.S.,полон,полный
NA,Pushkin A.S.,был,быть
NA,Pushkin A.S.,таинственной,таинственный
NA,Pushkin A.S.,печали,печаль
NA,Pushkin A.S.,и,и
NA,Pushkin A.S.,имя,имя
NA,Pushkin A.S.,чуждое,чуждый
NA,Pushkin A.S.,уста,уста
NA,Pushkin A.S.,мои,мой
NA,Pushkin A.S.,шептали,шептать
